1,1,0.0055248618784530384,LDAgent@17,(Offer  bid:Bid[Pie: a956, ])
1,2,0.0055248618784530384,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
2,1,0.011049723756906077,LDAgent@17,(Offer  bid:Bid[Pie: a928, ])
2,2,0.011049723756906077,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
3,1,0.016574585635359115,LDAgent@17,(Offer  bid:Bid[Pie: a986, ])
3,2,0.016574585635359115,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
4,1,0.022099447513812154,LDAgent@17,(Offer  bid:Bid[Pie: a934, ])
4,2,0.022099447513812154,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
5,1,0.027624309392265192,LDAgent@17,(Offer  bid:Bid[Pie: a945, ])
5,2,0.027624309392265192,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
6,1,0.03314917127071823,LDAgent@17,(Offer  bid:Bid[Pie: a951, ])
6,2,0.03314917127071823,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
7,1,0.03867403314917127,LDAgent@17,(Offer  bid:Bid[Pie: a931, ])
7,2,0.03867403314917127,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
8,1,0.04419889502762431,LDAgent@17,(Offer  bid:Bid[Pie: a956, ])
8,2,0.04419889502762431,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a979, ])
9,1,0.049723756906077346,LDAgent@17,(Offer  bid:Bid[Pie: a958, ])
9,2,0.049723756906077346,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a978, ])
10,1,0.055248618784530384,LDAgent@17,(Offer  bid:Bid[Pie: a962, ])
10,2,0.055248618784530384,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a978, ])
11,1,0.06077348066298342,LDAgent@17,(Offer  bid:Bid[Pie: a934, ])
11,2,0.06077348066298342,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a978, ])
12,1,0.06629834254143646,LDAgent@17,(Offer  bid:Bid[Pie: a938, ])
12,2,0.06629834254143646,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a978, ])
13,1,0.0718232044198895,LDAgent@17,(Offer  bid:Bid[Pie: a901, ])
13,2,0.0718232044198895,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a978, ])
14,1,0.07734806629834254,LDAgent@17,(Offer  bid:Bid[Pie: a985, ])
14,2,0.07734806629834254,OptimalBidderSimple@18,(Offer  bid:Bid[Pie: a978, ])
15,1,0.08287292817679558,LDAgent@17,(Offer  bid:Bid[Pie: a961, ])
